timestamp,actor,action,target_type,target_id,ip_address
2025-05-16 09:09:42,support_1,EXPORT_CSV,payout,CB000035,193.66.141.237
2025-05-29 08:38:45,support_1,CHANGE_ROLE,txn,T0009329,60.70.149.157
2025-08-26 05:10:11,finance_1,LOGIN,chargeback,T0007160,203.118.167.40
2025-06-06 06:04:23,finance_1,LOGIN,user,T0003956,148.18.155.233
2025-05-05 08:10:56,ops_1,SUBMIT_REPRESENTMENT,txn,M00036,237.213.11.80
2025-08-18 02:23:42,support_1,CREATE_PAYOUT,api_key,CB000045,94.103.12.18
2025-06-19 16:55:01,risk_analyst_1,CLOSE_CHARGEBACK,user,PXXXXXXX,122.227.57.183
2025-06-02 02:35:33,zaid,CREATE_PAYOUT,merchant,C000260,217.167.207.68
2025-08-15 01:22:15,omar,VIEW_PII,payout,C002216,209.253.142.23
2025-08-11 04:16:27,ops_2,VIEW_TXN,payout,PXXXXXXX,205.221.119.141
2025-06-18 15:40:57,ops_1,ISSUE_REFUND,payout,M00023,117.162.8.61
2025-07-02 18:59:24,omar,CLOSE_CHARGEBACK,chargeback,M00085,141.251.227.64
2025-07-19 19:15:18,omar,CLOSE_CHARGEBACK,txn,T0008030,172.170.67.177
2025-08-12 14:32:27,finance_1,EXPORT_CSV,merchant,C004558,89.78.120.155
2025-05-23 22:18:15,hashem,ISSUE_REFUND,merchant,CB000024,209.229.49.143
2025-06-10 13:40:41,risk_analyst_1,LOGIN,api_key,PXXXXXXX,231.196.22.29
2025-08-18 17:41:15,support_1,UPDATE_MERCHANT,chargeback,M00007,59.212.183.16
2025-08-16 05:11:26,hashem,LOGIN,user,M00113,103.218.43.86
2025-05-16 01:46:32,risk_analyst_1,LOGIN,api_key,M00108,12.94.238.133
2025-08-01 20:49:57,ops_2,VIEW_TXN,merchant,T0002390,158.166.16.176
2025-05-24 06:41:17,ops_1,ISSUE_REFUND,user,C006016,227.215.152.134
2025-07-05 01:22:21,ops_1,VIEW_TXN,txn,PXXXXXXX,117.6.102.17
2025-06-04 05:05:36,risk_analyst_1,SUBMIT_REPRESENTMENT,customer,CB000043,75.186.49.75
2025-05-26 01:23:33,ops_2,VIEW_TXN,txn,CB000032,93.246.82.6
2025-05-02 11:20:52,finance_1,CLOSE_CHARGEBACK,payout,T0003451,215.246.117.230
2025-05-31 18:45:33,ops_2,LOGIN,api_key,T0000455,29.184.85.157
2025-07-23 02:00:06,risk_analyst_1,UPDATE_MERCHANT,user,C000784,36.209.73.133
2025-06-07 00:01:33,ops_2,CLOSE_CHARGEBACK,user,T0005073,184.109.242.142
2025-05-18 17:13:19,zaid,VIEW_PII,customer,T0008138,200.203.79.115
2025-05-22 18:07:55,hashem,VIEW_TXN,merchant,M00072,240.24.179.24
2025-05-01 11:54:54,support_1,ISSUE_REFUND,payout,PXXXXXXX,20.209.162.9
2025-07-02 07:16:29,ops_1,LOGIN,payout,C004695,14.190.174.56
2025-06-26 18:21:27,ops_2,VIEW_PII,payout,M00053,183.8.178.32
2025-05-22 17:12:18,ops_1,VIEW_TXN,chargeback,M00045,28.16.247.103
2025-08-15 07:32:36,ops_1,VIEW_TXN,customer,M00112,159.139.155.4
2025-08-06 04:45:12,omar,EXPORT_CSV,user,PXXXXXXX,206.179.215.193
2025-05-21 06:50:31,risk_analyst_1,UPDATE_MERCHANT,txn,PXXXXXXX,59.199.163.59
2025-08-11 17:50:24,ops_1,ISSUE_REFUND,api_key,C000689,83.174.4.130
2025-05-01 11:06:53,hashem,VIEW_PII,customer,C003147,128.127.174.134
2025-08-19 11:39:36,ops_1,EXPORT_CSV,payout,C002011,253.102.57.25
2025-07-12 09:23:53,ops_1,UPDATE_MERCHANT,user,CB000068,137.47.182.59
2025-07-14 04:54:04,hashem,LOGIN,customer,C007236,170.81.150.53
2025-06-08 23:37:05,zaid,VIEW_PII,customer,C004964,42.78.22.170
2025-05-29 23:39:36,hashem,SUBMIT_REPRESENTMENT,payout,T0007875,61.252.76.47
2025-07-01 18:39:53,finance_1,VIEW_TXN,merchant,T0002216,41.108.144.170
2025-07-18 07:08:36,finance_1,VIEW_TXN,merchant,T0004676,106.159.20.250
2025-05-30 09:26:34,omar,CHANGE_ROLE,api_key,C003683,4.150.13.141
2025-07-30 23:57:56,ops_1,ISSUE_REFUND,user,PXXXXXXX,58.176.114.89
2025-07-08 07:49:42,ops_1,VIEW_TXN,user,M00001,46.167.16.230
2025-07-05 03:18:14,zaid,VIEW_TXN,payout,PXXXXXXX,190.82.216.164
2025-05-13 17:25:09,risk_analyst_1,ISSUE_REFUND,chargeback,C006619,80.197.187.142
2025-06-20 11:59:33,risk_analyst_1,VIEW_TXN,merchant,CB000032,78.95.25.203
2025-08-02 04:32:02,zaid,VIEW_TXN,txn,PXXXXXXX,201.128.243.119
2025-05-14 14:21:29,support_1,CLOSE_CHARGEBACK,chargeback,M00067,175.229.240.164
2025-08-14 15:27:22,risk_analyst_1,VIEW_TXN,user,C000422,65.227.220.223
2025-06-14 23:06:14,omar,UPDATE_MERCHANT,payout,M00007,39.155.196.4
2025-07-24 22:51:59,ops_1,ISSUE_REFUND,payout,PXXXXXXX,86.91.148.145
2025-05-08 11:04:26,hashem,LOGIN,chargeback,PXXXXXXX,246.96.39.14
2025-06-16 09:35:07,finance_1,VIEW_TXN,txn,T0009183,2.98.186.247
2025-05-11 20:38:18,support_1,ISSUE_REFUND,payout,CB000071,23.34.50.167
2025-08-19 01:05:33,finance_1,LOGIN,api_key,M00014,112.177.137.100
2025-05-18 13:25:43,finance_1,LOGIN,customer,C007195,145.81.37.100
2025-05-19 21:16:55,omar,LOGIN,customer,C007452,42.146.124.4
2025-05-10 00:40:08,finance_1,LOGIN,chargeback,C001933,46.157.94.202
2025-05-02 12:04:49,support_1,VIEW_TXN,user,M00049,220.242.250.2
2025-06-22 15:03:15,risk_analyst_1,ISSUE_REFUND,merchant,C002401,135.84.200.193
2025-08-26 12:55:50,ops_1,VIEW_TXN,merchant,C003479,61.26.141.12
2025-08-22 18:36:27,hashem,SUBMIT_REPRESENTMENT,customer,C007912,11.212.160.155
2025-08-22 13:47:54,zaid,CLOSE_CHARGEBACK,user,T0006580,236.123.27.78
2025-05-06 18:14:55,ops_1,LOGIN,merchant,CB000007,238.178.113.87
2025-07-03 10:16:35,support_1,VIEW_TXN,chargeback,C005775,209.91.88.201
2025-06-27 18:57:08,ops_1,VIEW_TXN,payout,M00020,246.218.239.245
2025-08-12 14:34:43,hashem,CHANGE_ROLE,customer,C002921,13.200.24.252
2025-08-20 04:59:37,risk_analyst_1,VIEW_TXN,user,CB000059,66.205.26.57
2025-06-07 08:35:38,risk_analyst_1,CLOSE_CHARGEBACK,merchant,C004843,241.87.169.141
2025-06-02 06:03:36,support_1,LOGIN,customer,M00052,249.124.76.194
2025-08-11 21:26:20,hashem,SUBMIT_REPRESENTMENT,chargeback,PXXXXXXX,85.229.191.201
2025-08-11 06:20:41,ops_1,VIEW_TXN,payout,PXXXXXXX,100.132.245.234
2025-08-18 22:59:12,ops_2,LOGIN,customer,PXXXXXXX,203.68.154.57
2025-07-19 07:37:59,ops_1,UPDATE_MERCHANT,merchant,M00096,160.70.222.208
2025-06-19 16:56:21,ops_2,VIEW_TXN,txn,CB000029,232.98.246.70
2025-06-29 19:58:07,support_1,LOGIN,api_key,CB000049,77.105.216.37
2025-07-23 05:58:27,hashem,EXPORT_CSV,payout,T0002875,215.239.144.23
2025-06-17 09:20:35,support_1,CLOSE_CHARGEBACK,customer,C004058,2.3.133.30
2025-06-06 04:51:37,ops_2,VIEW_TXN,user,T0002775,10.168.211.118
2025-08-06 08:52:28,finance_1,CHANGE_ROLE,payout,T0005722,232.2.214.234
2025-08-01 14:24:50,hashem,VIEW_TXN,chargeback,CB000071,234.159.148.251
2025-06-09 09:23:36,risk_analyst_1,CREATE_PAYOUT,customer,M00026,234.105.78.172
2025-08-07 05:25:36,omar,EXPORT_CSV,txn,PXXXXXXX,56.153.216.62
2025-05-28 15:25:17,support_1,EXPORT_CSV,customer,C000218,102.219.86.113
2025-06-20 16:42:42,omar,VIEW_TXN,merchant,PXXXXXXX,119.131.38.44
2025-06-07 20:14:06,ops_2,VIEW_TXN,merchant,T0004928,134.9.107.77
2025-07-03 20:28:43,omar,ISSUE_REFUND,api_key,M00106,123.170.40.184
2025-08-08 13:35:14,risk_analyst_1,LOGIN,payout,PXXXXXXX,157.236.254.200
2025-05-12 06:57:19,support_1,VIEW_TXN,api_key,T0004856,182.131.181.145
2025-06-28 00:41:43,ops_1,VIEW_TXN,api_key,CB000026,15.197.100.19
2025-05-24 18:21:07,zaid,CREATE_PAYOUT,api_key,T0010138,120.17.189.146
2025-08-13 23:41:13,omar,UPDATE_MERCHANT,chargeback,CB000039,72.77.199.109
2025-05-30 17:03:04,zaid,CLOSE_CHARGEBACK,customer,CB000030,146.7.178.238
2025-06-16 14:56:11,ops_1,VIEW_PII,user,M00009,239.134.175.23
2025-06-06 11:10:11,support_1,LOGIN,chargeback,T0000826,213.39.148.167
2025-07-26 01:10:08,risk_analyst_1,VIEW_TXN,txn,T0005200,61.10.132.156
2025-05-11 18:13:20,zaid,VIEW_TXN,chargeback,CB000054,87.212.121.51
2025-08-01 22:40:42,hashem,VIEW_PII,customer,M00097,148.203.24.131
2025-08-19 22:46:30,finance_1,SUBMIT_REPRESENTMENT,txn,PXXXXXXX,61.208.236.205
2025-08-15 18:06:56,risk_analyst_1,ISSUE_REFUND,merchant,PXXXXXXX,42.58.189.163
2025-05-30 01:43:18,zaid,VIEW_TXN,customer,T0001237,176.167.211.237
2025-07-29 18:50:26,risk_analyst_1,CREATE_PAYOUT,txn,PXXXXXXX,137.209.138.54
2025-05-23 18:30:29,finance_1,EXPORT_CSV,user,T0003787,64.75.55.120
2025-08-15 07:06:54,support_1,ISSUE_REFUND,api_key,M00079,90.213.69.18
2025-05-21 03:59:53,ops_2,VIEW_TXN,chargeback,T0004684,47.202.180.202
2025-08-15 13:48:34,ops_1,EXPORT_CSV,payout,M00006,208.109.34.23
2025-08-03 14:27:18,ops_2,SUBMIT_REPRESENTMENT,customer,CB000046,249.233.15.208
2025-06-10 19:06:47,ops_1,EXPORT_CSV,txn,M00018,112.102.91.24
2025-08-13 01:03:06,zaid,EXPORT_CSV,merchant,M00035,39.54.235.53
2025-06-30 06:08:02,ops_1,EXPORT_CSV,chargeback,T0009078,185.1.111.38
2025-05-04 03:24:10,zaid,EXPORT_CSV,payout,C007894,121.105.185.79
2025-06-10 04:05:10,risk_analyst_1,UPDATE_MERCHANT,merchant,M00031,29.223.174.116
2025-05-11 16:07:40,ops_1,SUBMIT_REPRESENTMENT,merchant,M00051,193.219.157.211
2025-08-27 12:16:08,finance_1,VIEW_TXN,api_key,PXXXXXXX,75.149.10.247
2025-08-06 05:38:29,support_1,CLOSE_CHARGEBACK,merchant,CB000007,189.229.91.11
2025-05-04 20:01:59,hashem,VIEW_TXN,merchant,CB000070,218.165.64.226
2025-06-25 16:22:40,ops_1,LOGIN,merchant,PXXXXXXX,22.176.142.38
2025-06-15 05:09:26,risk_analyst_1,VIEW_TXN,api_key,PXXXXXXX,150.65.11.5
2025-07-22 14:17:06,risk_analyst_1,SUBMIT_REPRESENTMENT,payout,C003072,178.230.245.79
2025-08-25 22:39:00,hashem,EXPORT_CSV,customer,CB000044,211.214.153.203
2025-05-02 12:15:48,ops_2,LOGIN,customer,M00044,202.136.145.144
2025-05-13 18:22:43,finance_1,CLOSE_CHARGEBACK,merchant,M00098,133.234.40.229
2025-08-24 10:36:43,risk_analyst_1,SUBMIT_REPRESENTMENT,customer,C000290,140.67.60.179
2025-07-05 18:45:22,zaid,CHANGE_ROLE,txn,CB000063,253.180.234.120
2025-08-12 22:25:42,finance_1,LOGIN,merchant,CB000022,148.228.112.193
2025-06-17 08:05:36,finance_1,VIEW_TXN,api_key,PXXXXXXX,91.124.41.75
2025-07-11 15:26:14,hashem,LOGIN,user,CB000014,39.29.157.216
2025-06-27 17:12:39,ops_1,LOGIN,payout,C001247,158.63.137.38
2025-07-29 21:39:11,omar,SUBMIT_REPRESENTMENT,merchant,C007662,90.104.47.182
2025-06-28 02:34:37,omar,EXPORT_CSV,customer,PXXXXXXX,151.221.1.42
2025-06-05 02:34:36,omar,UPDATE_MERCHANT,user,CB000041,56.232.96.83
2025-05-10 05:48:12,ops_1,VIEW_TXN,customer,C005536,182.221.38.236
2025-06-03 09:41:18,ops_1,LOGIN,txn,CB000005,177.83.46.175
2025-07-29 03:59:25,omar,VIEW_TXN,chargeback,C003794,129.136.237.216
2025-05-13 00:39:49,support_1,SUBMIT_REPRESENTMENT,merchant,PXXXXXXX,209.168.63.60
2025-08-01 17:44:09,ops_1,VIEW_TXN,customer,C001668,146.92.17.102
2025-08-04 16:44:06,ops_2,CHANGE_ROLE,chargeback,PXXXXXXX,246.99.239.7
2025-05-21 05:20:23,zaid,SUBMIT_REPRESENTMENT,txn,CB000023,38.100.171.193
2025-07-12 23:49:02,ops_1,EXPORT_CSV,api_key,PXXXXXXX,64.86.150.169
2025-05-25 00:16:34,ops_2,SUBMIT_REPRESENTMENT,user,C000483,135.182.183.176
2025-05-02 02:22:17,ops_1,VIEW_TXN,txn,M00071,196.10.57.109
2025-05-27 06:52:40,ops_2,VIEW_TXN,customer,PXXXXXXX,253.21.54.214
2025-05-06 09:31:09,ops_2,VIEW_TXN,chargeback,C006980,56.6.119.60
2025-07-19 02:07:36,finance_1,ISSUE_REFUND,user,T0003405,126.116.165.192
2025-05-05 17:45:58,hashem,CLOSE_CHARGEBACK,merchant,M00071,162.247.238.167
2025-07-01 10:21:10,support_1,VIEW_TXN,payout,C007988,4.91.155.29
2025-06-28 23:23:04,ops_1,SUBMIT_REPRESENTMENT,payout,C007688,147.174.42.132
2025-06-16 15:58:13,finance_1,LOGIN,chargeback,C003109,108.216.242.46
2025-06-24 22:47:54,risk_analyst_1,EXPORT_CSV,payout,C004115,129.177.184.7
2025-06-14 19:00:27,support_1,ISSUE_REFUND,user,PXXXXXXX,189.74.183.52
2025-06-30 06:10:29,hashem,CLOSE_CHARGEBACK,payout,CB000050,89.144.163.58
2025-06-05 23:26:09,risk_analyst_1,VIEW_TXN,api_key,PXXXXXXX,21.244.24.115
2025-05-11 06:11:06,risk_analyst_1,EXPORT_CSV,user,M00059,240.185.9.253
2025-06-26 22:37:00,risk_analyst_1,VIEW_TXN,customer,M00115,6.186.147.203
2025-05-11 10:37:56,hashem,LOGIN,payout,CB000013,113.250.14.161
2025-06-03 06:48:26,risk_analyst_1,CREATE_PAYOUT,txn,C007816,181.131.40.142
2025-05-24 11:47:18,support_1,EXPORT_CSV,customer,T0001716,100.231.80.248
2025-07-24 03:47:30,risk_analyst_1,VIEW_TXN,merchant,CB000056,30.111.66.207
2025-08-02 17:16:45,ops_1,CHANGE_ROLE,api_key,M00002,195.31.123.110
2025-08-22 15:12:48,risk_analyst_1,LOGIN,api_key,M00072,45.131.196.217
2025-06-11 04:23:12,risk_analyst_1,LOGIN,user,C004840,38.245.122.207
2025-05-21 01:42:30,finance_1,UPDATE_MERCHANT,merchant,CB000009,58.60.30.216
2025-05-21 20:58:15,omar,EXPORT_CSV,merchant,C002381,123.15.169.23
2025-06-14 14:59:55,omar,LOGIN,api_key,M00093,127.236.245.194
2025-08-02 19:11:40,zaid,CREATE_PAYOUT,user,C000864,240.143.146.128
2025-08-20 18:43:13,omar,ISSUE_REFUND,user,CB000033,198.139.135.120
2025-07-01 21:18:41,risk_analyst_1,UPDATE_MERCHANT,user,T0002639,186.98.199.241
2025-08-27 01:03:33,hashem,LOGIN,user,M00003,158.185.234.219
2025-06-21 14:56:16,zaid,CHANGE_ROLE,merchant,M00055,5.20.156.28
2025-07-23 09:23:16,ops_2,LOGIN,api_key,CB000009,146.207.15.129
2025-06-09 16:26:50,hashem,UPDATE_MERCHANT,merchant,M00009,199.94.174.224
2025-05-18 21:13:55,support_1,LOGIN,chargeback,CB000005,70.249.182.187
2025-05-02 13:16:17,zaid,CREATE_PAYOUT,api_key,CB000006,141.141.252.18
2025-05-12 17:06:30,omar,SUBMIT_REPRESENTMENT,chargeback,PXXXXXXX,91.58.52.87
2025-05-04 10:51:46,finance_1,ISSUE_REFUND,api_key,C000909,69.79.57.22
2025-08-17 03:27:29,ops_2,LOGIN,merchant,T0003650,141.129.30.165
2025-05-16 15:09:14,ops_1,ISSUE_REFUND,merchant,CB000008,244.187.15.55
2025-07-30 05:41:04,support_1,UPDATE_MERCHANT,chargeback,CB000026,200.95.54.72
2025-07-10 10:28:01,ops_2,UPDATE_MERCHANT,txn,CB000061,128.197.20.218
2025-06-14 17:19:41,ops_2,LOGIN,merchant,PXXXXXXX,173.228.1.78
2025-07-22 01:31:32,support_1,VIEW_TXN,api_key,CB000023,90.63.225.97
2025-08-18 06:16:40,ops_1,EXPORT_CSV,payout,CB000050,54.9.169.74
2025-05-02 13:55:38,hashem,VIEW_TXN,user,PXXXXXXX,36.93.136.205
2025-05-10 13:30:30,risk_analyst_1,SUBMIT_REPRESENTMENT,payout,T0005351,1.105.124.89
2025-07-04 15:15:26,support_1,CHANGE_ROLE,chargeback,M00016,229.231.22.204
2025-08-13 23:18:02,ops_2,EXPORT_CSV,api_key,C007816,57.23.95.231
2025-07-06 09:49:58,zaid,CLOSE_CHARGEBACK,chargeback,M00094,151.178.10.223
2025-06-06 21:12:38,ops_1,CREATE_PAYOUT,payout,M00024,50.224.61.135
2025-06-16 00:32:06,omar,LOGIN,user,M00062,122.248.75.94
2025-05-01 04:50:08,ops_1,CLOSE_CHARGEBACK,payout,M00045,25.247.160.3
2025-05-02 11:10:04,finance_1,EXPORT_CSV,txn,PXXXXXXX,235.21.234.104
2025-05-02 20:22:52,zaid,ISSUE_REFUND,chargeback,PXXXXXXX,155.199.211.57
2025-05-25 12:47:49,zaid,LOGIN,user,C005837,161.39.108.252
2025-07-22 14:36:06,omar,ISSUE_REFUND,customer,PXXXXXXX,250.154.23.252
2025-06-15 22:17:24,support_1,SUBMIT_REPRESENTMENT,user,PXXXXXXX,67.90.79.39
2025-06-12 00:53:55,support_1,LOGIN,api_key,M00073,194.50.67.47
2025-08-13 06:22:02,finance_1,CLOSE_CHARGEBACK,payout,M00006,151.97.32.84
2025-06-04 01:04:34,ops_1,VIEW_TXN,payout,CB000045,217.211.161.97
2025-08-06 15:45:06,hashem,SUBMIT_REPRESENTMENT,chargeback,M00089,180.68.208.181
2025-07-06 06:32:37,risk_analyst_1,VIEW_TXN,merchant,PXXXXXXX,94.98.67.10
2025-05-21 22:20:59,risk_analyst_1,UPDATE_MERCHANT,txn,C000545,180.95.158.135
2025-06-28 01:39:44,risk_analyst_1,VIEW_PII,merchant,CB000070,123.208.235.191
2025-07-08 09:48:22,finance_1,ISSUE_REFUND,api_key,PXXXXXXX,30.27.147.4
2025-08-28 05:16:37,ops_1,LOGIN,api_key,C000023,234.227.92.50
2025-05-25 19:40:07,ops_1,VIEW_PII,txn,CB000005,99.123.179.205
2025-08-25 19:27:14,ops_1,LOGIN,payout,T0000631,76.232.165.225
2025-08-26 18:39:54,omar,CHANGE_ROLE,api_key,CB000048,70.246.67.180
2025-05-29 05:54:41,risk_analyst_1,LOGIN,chargeback,CB000051,207.218.140.101
2025-05-20 01:29:00,ops_2,VIEW_TXN,txn,T0007820,168.197.164.201
2025-08-14 11:26:17,ops_2,VIEW_PII,user,M00016,173.184.90.30
2025-06-25 03:41:46,support_1,LOGIN,customer,C000898,237.99.107.210
2025-07-29 13:25:48,ops_2,VIEW_PII,api_key,C000387,39.81.148.174
2025-06-17 21:42:34,ops_2,LOGIN,txn,CB000057,176.115.170.246
2025-05-15 03:45:32,omar,SUBMIT_REPRESENTMENT,txn,PXXXXXXX,133.34.20.203
2025-05-17 15:56:45,support_1,CHANGE_ROLE,customer,C001676,180.36.190.248
2025-05-02 04:32:21,hashem,VIEW_TXN,txn,C005411,166.209.242.72
2025-07-01 01:45:34,ops_1,VIEW_TXN,payout,CB000022,224.39.131.115
2025-05-12 22:30:26,zaid,EXPORT_CSV,chargeback,PXXXXXXX,101.220.187.140
2025-06-20 02:27:09,omar,VIEW_TXN,customer,T0007326,159.72.124.23
2025-06-14 13:38:27,zaid,EXPORT_CSV,payout,T0007385,48.206.144.157
2025-06-01 23:28:03,risk_analyst_1,EXPORT_CSV,txn,CB000038,230.249.133.209
2025-06-16 22:17:59,support_1,VIEW_PII,payout,M00068,14.170.128.107
2025-08-12 20:51:45,finance_1,EXPORT_CSV,user,T0002035,59.112.248.199
2025-08-12 10:48:15,zaid,EXPORT_CSV,user,M00099,244.45.208.111
2025-07-17 04:08:59,support_1,ISSUE_REFUND,txn,PXXXXXXX,191.232.149.106
2025-08-26 03:17:01,risk_analyst_1,EXPORT_CSV,txn,T0007278,216.244.2.226
2025-07-01 04:29:09,omar,LOGIN,user,M00078,43.49.238.214
2025-06-20 06:36:40,ops_1,LOGIN,payout,T0008651,65.232.12.67
2025-06-25 15:05:06,finance_1,CLOSE_CHARGEBACK,user,M00105,121.62.61.62
2025-08-23 20:02:04,support_1,CREATE_PAYOUT,user,M00056,72.124.138.97
2025-06-02 02:51:47,finance_1,EXPORT_CSV,api_key,M00108,6.249.184.12
2025-06-22 08:35:38,ops_2,UPDATE_MERCHANT,api_key,C002619,88.86.35.192
2025-07-24 21:05:44,ops_1,ISSUE_REFUND,merchant,M00043,46.223.150.165
2025-07-23 09:04:43,zaid,VIEW_PII,user,C007298,14.209.5.133
2025-07-30 04:42:06,risk_analyst_1,VIEW_TXN,txn,T0007001,194.239.245.119
2025-05-09 21:52:14,support_1,VIEW_TXN,payout,CB000009,249.171.192.210
2025-06-27 13:59:37,finance_1,VIEW_TXN,chargeback,CB000063,63.178.199.230
2025-05-14 03:51:27,zaid,VIEW_TXN,customer,T0009792,169.119.122.121
2025-05-17 10:18:13,finance_1,SUBMIT_REPRESENTMENT,api_key,PXXXXXXX,28.158.188.244
2025-07-28 21:10:19,risk_analyst_1,VIEW_PII,api_key,M00105,169.212.99.129
2025-05-14 21:48:22,omar,CREATE_PAYOUT,customer,C000734,203.58.95.138
2025-05-07 22:38:08,hashem,SUBMIT_REPRESENTMENT,payout,CB000021,151.157.118.239
2025-07-02 08:13:43,ops_2,CREATE_PAYOUT,txn,CB000064,205.42.84.11
2025-07-03 19:15:04,ops_1,LOGIN,payout,PXXXXXXX,204.136.202.222
2025-08-07 04:38:15,zaid,CLOSE_CHARGEBACK,user,T0010268,49.1.49.164
2025-07-24 13:30:03,ops_1,CHANGE_ROLE,txn,M00078,239.132.169.208
2025-07-15 15:09:15,zaid,CHANGE_ROLE,txn,T0009252,110.47.238.157
2025-07-01 14:51:36,hashem,CHANGE_ROLE,chargeback,M00034,70.163.169.176
2025-08-08 00:26:11,hashem,CLOSE_CHARGEBACK,api_key,CB000066,100.160.55.69
2025-05-02 10:04:24,omar,EXPORT_CSV,user,M00075,134.140.241.174
2025-05-10 11:41:27,ops_1,SUBMIT_REPRESENTMENT,customer,M00078,130.151.162.16
2025-08-22 05:46:21,omar,LOGIN,customer,M00039,121.14.241.1
2025-06-13 04:53:58,zaid,CHANGE_ROLE,merchant,T0000389,227.141.205.118
2025-06-17 10:24:21,ops_1,VIEW_TXN,customer,PXXXXXXX,254.228.212.48
2025-08-23 07:40:05,ops_2,CLOSE_CHARGEBACK,api_key,PXXXXXXX,181.139.107.187
2025-07-09 04:55:23,ops_2,VIEW_TXN,customer,C007691,102.201.31.54
2025-06-03 04:44:21,support_1,UPDATE_MERCHANT,chargeback,C002335,237.204.216.243
2025-06-28 03:05:13,risk_analyst_1,VIEW_TXN,chargeback,C006714,60.217.248.245
2025-07-14 00:32:29,omar,EXPORT_CSV,user,M00026,183.104.217.6
2025-08-27 06:14:48,hashem,VIEW_TXN,customer,C000548,154.16.146.254
2025-08-13 18:58:01,zaid,VIEW_PII,customer,C006300,147.57.14.219
2025-08-06 15:35:19,ops_1,VIEW_TXN,customer,CB000024,96.22.114.76
2025-08-01 08:45:40,omar,VIEW_TXN,user,CB000016,13.160.212.108
2025-08-08 13:31:08,omar,UPDATE_MERCHANT,merchant,C001713,58.16.139.229
2025-06-02 21:55:10,risk_analyst_1,VIEW_TXN,payout,C003651,29.238.17.32
2025-07-22 23:51:04,zaid,VIEW_TXN,user,T0008710,116.198.130.116
2025-06-24 16:33:53,finance_1,VIEW_TXN,api_key,C002553,153.223.18.196
2025-08-17 03:52:14,finance_1,CHANGE_ROLE,user,M00040,113.147.159.146
2025-06-20 12:15:42,ops_1,SUBMIT_REPRESENTMENT,chargeback,T0009767,250.224.219.12
2025-07-08 00:51:48,finance_1,VIEW_TXN,api_key,PXXXXXXX,198.221.57.194
2025-08-18 02:43:26,ops_1,VIEW_TXN,chargeback,T0006996,229.30.221.69
2025-08-27 13:49:55,hashem,LOGIN,user,M00052,97.10.89.72
2025-08-08 21:39:54,hashem,VIEW_PII,payout,PXXXXXXX,61.250.20.32
2025-05-01 11:38:00,finance_1,SUBMIT_REPRESENTMENT,txn,M00069,186.38.236.76
2025-05-26 17:50:59,ops_2,UPDATE_MERCHANT,payout,T0001613,197.85.151.97
2025-06-25 10:38:07,risk_analyst_1,ISSUE_REFUND,txn,M00098,200.109.50.144
2025-06-10 13:33:27,risk_analyst_1,VIEW_PII,merchant,T0003490,92.155.37.34
2025-06-07 15:39:50,omar,VIEW_PII,user,C001698,59.236.81.226
2025-05-15 21:33:51,risk_analyst_1,UPDATE_MERCHANT,payout,PXXXXXXX,42.90.149.100
2025-06-25 15:11:17,risk_analyst_1,VIEW_TXN,txn,CB000011,99.202.253.199
2025-07-11 06:39:24,ops_2,LOGIN,payout,PXXXXXXX,111.45.153.154
2025-08-16 07:28:07,zaid,SUBMIT_REPRESENTMENT,chargeback,M00084,249.11.18.47
2025-07-07 01:06:49,omar,UPDATE_MERCHANT,customer,M00064,93.35.91.87
2025-08-13 08:49:35,hashem,CHANGE_ROLE,payout,C005137,56.4.206.91
2025-07-04 14:05:22,support_1,EXPORT_CSV,customer,CB000037,115.171.97.185
2025-08-13 04:24:45,ops_1,CLOSE_CHARGEBACK,merchant,C001017,33.233.162.126
2025-08-11 05:09:36,omar,VIEW_TXN,customer,T0002143,220.39.252.55
2025-05-13 00:42:40,finance_1,UPDATE_MERCHANT,chargeback,PXXXXXXX,123.191.181.147
2025-07-04 01:51:17,zaid,CLOSE_CHARGEBACK,payout,CB000027,77.26.10.167
2025-05-14 08:44:49,hashem,VIEW_TXN,merchant,CB000049,127.112.38.113
2025-08-27 21:43:32,ops_2,ISSUE_REFUND,user,PXXXXXXX,181.124.132.212
2025-07-19 12:31:01,omar,VIEW_TXN,payout,M00093,46.69.23.176
2025-08-13 08:32:15,omar,ISSUE_REFUND,merchant,T0002705,1.96.166.254
2025-07-20 22:53:31,risk_analyst_1,UPDATE_MERCHANT,user,T0006964,146.50.119.166
2025-07-07 22:43:30,hashem,EXPORT_CSV,chargeback,T0008965,225.70.151.130
2025-07-04 10:03:38,zaid,SUBMIT_REPRESENTMENT,customer,CB000026,232.177.50.246
2025-08-03 07:50:35,ops_2,LOGIN,customer,T0009342,24.167.74.240
2025-07-11 05:32:05,ops_2,VIEW_TXN,chargeback,T0004055,80.37.248.151
2025-08-14 05:30:08,ops_2,LOGIN,txn,PXXXXXXX,252.70.200.237
2025-08-14 03:13:11,finance_1,VIEW_TXN,user,C006990,157.98.129.152
2025-05-20 01:40:45,zaid,CLOSE_CHARGEBACK,user,CB000042,178.93.185.198
2025-08-21 18:28:08,ops_2,CREATE_PAYOUT,api_key,C007056,179.127.56.37
2025-07-27 08:36:18,hashem,VIEW_PII,api_key,CB000003,185.86.164.203
