payout_id,merchant_id,created_at,amount_usd,status,method,bank_account_last4,settlement_batches,payout_fee_usd
PM000242826214,M00024,2025-08-25,7059.61,processing,wire,6972,"SB20250825-005,SB20250826-001,SB20250826-003,SB20250828-004",7.06
PM000256937583,M00025,2025-04-28,398.52,processing,swift,2646,"SB20250503-001,SB20250503-002",0.5
PM000259855484,M00025,2025-05-05,1259.38,failed,swift,7692,"SB20250505-001,SB20250506-002,SB20250507-002,SB20250508-001,SB20250510-001,SB20250511-003",1.26
PM000251802245,M00025,2025-05-12,864.18,failed,wire,9747,"SB20250512-005,SB20250514-001",0.86
PM000255598349,M00025,2025-05-19,292.04,paid,ach,3620,"SB20250522-002,SB20250522-003,SB20250524-005,SB20250525-001",0.5
PM000255631453,M00025,2025-06-02,254.1,paid,ach,3002,"SB20250602-004,SB20250605-005",0.5
PM000254401704,M00025,2025-06-09,805.52,paid,swift,7488,"SB20250609-003,SB20250610-001,SB20250613-002,SB20250614-004",0.81
PM000258779292,M00025,2025-06-16,194.98,paid,swift,5048,"SB20250620-004,SB20250621-001",0.5
PM000252663139,M00025,2025-06-23,3048.97,paid,ach,1713,"SB20250624-002,SB20250624-004,SB20250624-005,SB20250625-001,SB20250625-002,SB20250626-002,SB20250628-004",3.05
PM000256659820,M00025,2025-06-30,1371.31,paid,sepa,5127,"SB20250701-003,SB20250704-004,SB20250706-004",1.37
PM000250349751,M00025,2025-07-07,784.7,paid,wire,4824,"SB20250710-001,SB20250711-002,SB20250711-003,SB20250713-003",0.78
PM000255571118,M00025,2025-07-14,1279.91,processing,swift,9146,"SB20250715-001,SB20250715-002,SB20250716-005,SB20250720-002,SB20250720-004",1.28
PM000252526569,M00025,2025-07-21,464.94,processing,wire,8893,"SB20250723-003,SB20250723-004,SB20250725-003,SB20250726-001,SB20250727-001",0.5
PM000250350750,M00025,2025-07-28,1231.77,paid,swift,7166,"SB20250801-003,SB20250802-001,SB20250802-002,SB20250803-001",1.23
PM000252115504,M00025,2025-08-04,3777.05,paid,ach,0730,"SB20250804-004,SB20250804-005,SB20250805-004,SB20250806-003,SB20250807-001,SB20250807-002,SB20250808-001,SB20250808-005",3.78
PM000255715632,M00025,2025-08-11,4629.42,initiated,swift,2338,"SB20250811-002,SB20250813-004,SB20250813-005,SB20250814-005,SB20250815-001,SB20250816-004",4.63
PM000250051565,M00025,2025-08-18,3114.5,paid,wire,9367,"SB20250819-005,SB20250820-004,SB20250821-003,SB20250824-004",3.11
PM000257038213,M00025,2025-08-25,4043.74,paid,wire,0165,"SB20250825-002,SB20250825-004,SB20250826-005,SB20250827-003,SB20250828-004",4.04
PM000264134289,M00026,2025-04-28,1.08,paid,swift,8120,SB20250502-005,0.5
PM000267315938,M00026,2025-05-05,292.9,initiated,ach,0068,"SB20250505-002,SB20250507-004,SB20250508-002,SB20250510-004,SB20250511-004",0.5
PM000268998951,M00026,2025-05-12,264.71,processing,swift,4539,"SB20250514-005,SB20250515-004,SB20250518-004",0.5
PM000266781845,M00026,2025-05-19,74.85,paid,sepa,3561,"SB20250521-001,SB20250522-005",0.5
PM000269956476,M00026,2025-05-26,40.54,initiated,sepa,5644,"SB20250527-001,SB20250527-005",0.5
PM000268434747,M00026,2025-06-02,10.63,processing,wire,2632,SB20250602-005,0.5
PM000262769718,M00026,2025-06-09,435.67,paid,ach,8032,"SB20250609-002,SB20250609-004,SB20250610-003,SB20250610-004,SB20250611-001,SB20250611-002,SB20250611-004,SB20250612-003,SB20250614-005",0.5
PM000263600902,M00026,2025-06-16,166.1,paid,swift,0892,"SB20250618-001,SB20250620-001,SB20250620-003,SB20250620-004,SB20250621-004,SB20250622-003",0.5
PM000264085183,M00026,2025-06-23,152.9,paid,ach,2320,"SB20250624-001,SB20250628-002",0.5
PM000265231677,M00026,2025-06-30,297.97,paid,ach,0319,"SB20250704-004,SB20250705-002,SB20250705-004,SB20250705-005,SB20250706-005",0.5
PM000263153045,M00026,2025-07-07,439.7,processing,swift,8594,"SB20250708-003,SB20250709-001,SB20250709-005,SB20250710-001,SB20250711-002,SB20250711-003,SB20250711-004,SB20250712-002,SB20250713-001",0.5
PM000262767824,M00026,2025-07-14,296.95,paid,sepa,9803,"SB20250715-002,SB20250716-001,SB20250717-001,SB20250717-002,SB20250720-003",0.5
PM000265355147,M00026,2025-07-21,75.52,paid,ach,0260,"SB20250721-005,SB20250723-004,SB20250724-001",0.5
PM000263154044,M00026,2025-07-28,327.8,processing,sepa,6890,"SB20250801-001,SB20250802-005,SB20250803-005",0.5
PM000269312210,M00026,2025-08-04,265.27,processing,swift,4824,"SB20250804-004,SB20250805-004,SB20250808-004",0.5
PM000261944487,M00026,2025-08-11,307.03,processing,ach,3490,"SB20250812-004,SB20250812-005,SB20250814-003,SB20250814-004",0.5
PM000262880143,M00026,2025-08-18,1643.58,paid,ach,4456,"SB20250818-001,SB20250818-003,SB20250819-001,SB20250820-003,SB20250821-001,SB20250821-005,SB20250822-002,SB20250822-005,SB20250823-001,SB20250823-002",1.64
PM000264234919,M00026,2025-08-25,534.69,paid,sepa,3346,"SB20250825-001,SB20250825-002,SB20250827-003,SB20250827-004,SB20250828-002",0.53
PM000278692638,M00027,2025-04-28,474.47,paid,swift,6352,"SB20250501-002,SB20250502-004,SB20250502-005",0.5
PM000273776879,M00027,2025-05-05,1422.31,processing,ach,1843,"SB20250506-005,SB20250507-005,SB20250510-003",1.42
PM000273827976,M00027,2025-05-12,444.47,paid,swift,5403,"SB20250512-005,SB20250518-004",0.5
PM000278649709,M00027,2025-05-19,1710.97,processing,ach,8249,"SB20250521-001,SB20250522-004,SB20250522-005,SB20250524-002,SB20250525-004",1.71
PM000271824340,M00027,2025-05-26,680.17,paid,swift,8233,"SB20250527-001,SB20250528-002",0.68
PM000278289942,M00027,2025-06-02,1640.0,paid,sepa,1528,"SB20250604-003,SB20250606-004,SB20250607-002,SB20250608-002,SB20250608-004",1.64
PM000270901854,M00027,2025-06-09,211.62,paid,sepa,4734,"SB20250611-003,SB20250614-004",0.5
PM000275468766,M00027,2025-06-16,981.52,paid,swift,5174,"SB20250616-005,SB20250617-005,SB20250620-003,SB20250621-002",0.98
PM000273598569,M00027,2025-06-23,1419.84,paid,sepa,3557,"SB20250623-005,SB20250624-003,SB20250625-003,SB20250625-005,SB20250626-002,SB20250627-005",1.42
PM000277595250,M00027,2025-06-30,1306.41,processing,sepa,7131,"SB20250701-002,SB20250701-005,SB20250704-002,SB20250705-004,SB20250705-005",1.31
PM000273571644,M00027,2025-07-07,3043.57,paid,swift,2603,"SB20250707-001,SB20250710-002,SB20250711-002,SB20250711-004,SB20250712-001,SB20250712-002,SB20250713-003",3.04
PM000270059103,M00027,2025-07-14,612.33,paid,wire,2360,"SB20250715-005,SB20250720-004",0.61
PM000273103652,M00027,2025-07-21,1055.67,paid,sepa,6879,"SB20250721-004,SB20250721-005,SB20250722-003,SB20250723-005",1.06
PM000273570645,M00027,2025-07-28,5074.22,paid,sepa,6548,"SB20250728-002,SB20250728-003,SB20250728-004,SB20250802-001,SB20250802-002",5.07
PM000271180074,M00027,2025-08-04,6802.91,paid,sepa,7228,"SB20250806-002,SB20250806-005,SB20250807-003,SB20250808-001,SB20250808-005,SB20250809-001,SB20250809-004,SB20250810-001,SB20250810-002",6.8
PM000274780202,M00027,2025-08-11,2205.82,paid,swift,2705,"SB20250812-002,SB20250812-004,SB20250813-001,SB20250813-002,SB20250815-005",2.21
PM000279604832,M00027,2025-08-18,4368.94,initiated,sepa,9999,"SB20250819-002,SB20250819-005,SB20250820-003,SB20250821-001,SB20250823-001,SB20250823-005",4.37
PM000276102783,M00027,2025-08-25,624.14,paid,ach,6806,"SB20250825-005,SB20250828-005",0.62
PM000285172614,M00028,2025-04-28,162.7,initiated,ach,3667,"SB20250502-005,SB20250504-005",0.5
PM000283722387,M00028,2025-05-05,124.63,paid,sepa,7892,SB20250509-002,0.5
PM000285180451,M00028,2025-05-12,250.69,paid,ach,8744,"SB20250512-001,SB20250514-004,SB20250515-001,SB20250516-003,SB20250516-004,SB20250517-004",0.5
PM000282963345,M00028,2025-05-19,85.13,paid,wire,1926,"SB20250520-001,SB20250522-002,SB20250525-002",0.5
PM000282253247,M00028,2025-06-02,310.69,paid,wire,1799,"SB20250604-003,SB20250605-001,SB20250605-005,SB20250606-005,SB20250607-001",0.5
PM000286588218,M00028,2025-06-09,230.43,paid,sepa,6729,"SB20250612-001,SB20250612-002,SB20250614-003,SB20250615-004",0.5
PM000289782402,M00028,2025-06-16,335.28,paid,ach,4200,"SB20250618-005,SB20250621-003,SB20250622-001,SB20250622-002,SB20250622-003",0.5
PM000280266683,M00028,2025-06-23,80.03,paid,sepa,5855,"SB20250623-004,SB20250625-005",0.5
PM000283281614,M00028,2025-06-30,213.05,paid,wire,8407,"SB20250701-004,SB20250704-001,SB20250704-003,SB20250705-005",0.5
PM000287885280,M00028,2025-07-07,213.07,initiated,wire,2505,"SB20250708-002,SB20250709-002,SB20250709-003,SB20250710-003,SB20250711-001,SB20250711-004",0.5
PM000285745467,M00028,2025-07-14,237.2,paid,sepa,7478,"SB20250716-002,SB20250716-003,SB20250718-003,SB20250718-004,SB20250719-004",0.5
PM000286393472,M00028,2025-07-21,153.44,paid,wire,7932,"SB20250722-004,SB20250724-001,SB20250725-005,SB20250726-005",0.5
PM000286972544,M00028,2025-07-28,168.61,paid,wire,8982,"SB20250803-004,SB20250803-005",0.5
PM000288874418,M00028,2025-08-04,1059.06,paid,ach,1644,"SB20250804-003,SB20250804-004,SB20250804-005,SB20250805-001,SB20250806-002,SB20250808-005,SB20250809-002,SB20250810-003,SB20250810-004",1.06
PM000289093838,M00028,2025-08-11,692.12,processing,swift,9006,"SB20250811-004,SB20250812-001,SB20250812-003,SB20250812-004,SB20250814-002,SB20250814-005,SB20250816-003,SB20250816-005",0.69
PM000289061643,M00028,2025-08-18,220.64,processing,wire,8258,"SB20250819-003,SB20250820-004,SB20250822-004,SB20250824-001,SB20250824-003",0.5
PM000280416419,M00028,2025-08-25,182.48,paid,ach,1661,"SB20250825-002,SB20250826-005,SB20250828-002,SB20250828-005",0.5
PM000290328698,M00029,2025-04-28,642.73,paid,sepa,6318,"SB20250502-004,SB20250504-002",0.64
PM000293246599,M00029,2025-05-05,83.09,processing,sepa,0320,"SB20250507-004,SB20250510-001",0.5
PM000299663465,M00029,2025-05-12,166.55,paid,wire,4428,"SB20250512-004,SB20250515-003",0.5
PM000292487557,M00029,2025-05-19,1031.23,processing,ach,2775,"SB20250520-005,SB20250521-005",1.03
PM000295662188,M00029,2025-05-26,417.09,processing,sepa,0240,SB20250528-001,0.5
PM000297097163,M00029,2025-06-02,743.71,processing,swift,4915,"SB20250602-005,SB20250604-005,SB20250605-002,SB20250608-003",0.74
PM000297064006,M00029,2025-06-09,337.49,paid,wire,1126,"SB20250609-003,SB20250615-004",0.5
PM000299306614,M00029,2025-06-16,1701.07,paid,swift,5503,"SB20250617-005,SB20250618-003,SB20250620-004,SB20250622-001,SB20250622-002",1.7
PM000295422767,M00029,2025-06-23,490.42,paid,swift,8506,"SB20250625-001,SB20250627-003",0.5
PM000298125530,M00029,2025-06-30,1077.04,paid,swift,6114,"SB20250702-004,SB20250703-002,SB20250703-003,SB20250705-002",1.08
PM000296958636,M00029,2025-07-07,1720.88,paid,ach,3254,"SB20250707-003,SB20250707-005,SB20250708-002,SB20250709-002,SB20250709-003,SB20250709-005,SB20250711-005,SB20250713-001",1.72
PM000290589383,M00029,2025-07-14,2247.18,processing,wire,6782,"SB20250715-001,SB20250718-005,SB20250719-004,SB20250720-002",2.25
PM000295917684,M00029,2025-07-21,1235.93,paid,sepa,4635,"SB20250721-001,SB20250722-002,SB20250727-001",1.24
PM000291816460,M00029,2025-07-28,1783.34,paid,swift,0921,"SB20250801-005,SB20250803-003",1.78
PM000299350206,M00029,2025-08-04,824.78,paid,swift,1891,"SB20250804-001,SB20250804-003,SB20250804-004,SB20250805-005,SB20250807-004,SB20250809-002",0.82
PM000295750078,M00029,2025-08-11,3837.72,paid,sepa,2351,"SB20250811-001,SB20250813-001,SB20250814-004,SB20250814-005,SB20250815-003,SB20250815-004",3.84
PM000298585855,M00029,2025-08-18,3060.92,paid,wire,8723,"SB20250819-002,SB20250820-001,SB20250820-003,SB20250820-005,SB20250821-002",3.06
PM000295572503,M00029,2025-08-25,3734.16,paid,ach,5904,"SB20250825-001,SB20250825-002,SB20250825-003,SB20250825-004,SB20250827-005,SB20250828-002",3.73
PM000300123412,M00030,2025-05-05,210.48,paid,sepa,1995,"SB20250506-001,SB20250508-002,SB20250508-004,SB20250510-003,SB20250510-004,SB20250511-002",0.5
PM000307481443,M00030,2025-05-12,58.78,processing,sepa,2756,"SB20250513-001,SB20250514-003,SB20250516-004,SB20250517-002,SB20250517-003,SB20250517-004",0.5
PM000300187246,M00030,2025-05-19,47.93,processing,sepa,3533,"SB20250519-004,SB20250521-003,SB20250523-001,SB20250524-001",0.5
PM000302155790,M00030,2025-05-26,2.24,paid,wire,5855,SB20250528-004,0.5
PM000304636475,M00030,2025-06-02,91.15,paid,swift,6941,"SB20250602-004,SB20250605-005,SB20250608-004",0.5
PM000304881984,M00030,2025-06-09,74.66,processing,sepa,2182,"SB20250614-003,SB20250615-002",0.5
PM000308511364,M00030,2025-06-16,58.44,paid,sepa,2100,"SB20250618-004,SB20250619-005,SB20250620-002,SB20250620-003",0.5
PM000302395211,M00030,2025-06-23,156.41,paid,wire,1717,"SB20250623-001,SB20250625-005,SB20250626-004,SB20250627-001",0.5
PM000301248717,M00030,2025-06-30,294.45,paid,wire,1351,"SB20250701-001,SB20250702-004,SB20250704-003,SB20250704-004,SB20250704-005,SB20250706-005",0.5
PM000309918177,M00030,2025-07-07,26.85,processing,ach,6335,SB20250709-001,0.5
PM000303712570,M00030,2025-07-14,122.04,processing,sepa,8891,"SB20250714-005,SB20250716-002,SB20250716-003,SB20250716-004,SB20250718-002",0.5
PM000306757119,M00030,2025-07-21,55.22,paid,ach,9609,"SB20250726-001,SB20250726-002,SB20250726-004",0.5
PM000309917178,M00030,2025-07-28,173.11,processing,swift,2942,"SB20250801-005,SB20250802-003",0.5
PM000307168184,M00030,2025-08-04,290.39,paid,wire,3012,"SB20250804-002,SB20250804-005,SB20250806-003,SB20250806-005,SB20250810-001,SB20250810-003,SB20250810-005",0.5
PM000305494863,M00030,2025-08-11,337.89,initiated,sepa,2950,"SB20250812-005,SB20250813-002,SB20250815-002,SB20250815-003,SB20250817-001",0.5
PM000309232123,M00030,2025-08-18,49.76,initiated,swift,6317,"SB20250818-001,SB20250819-005,SB20250820-001",0.5
PM000302449316,M00030,2025-08-25,132.56,failed,wire,3454,"SB20250825-002,SB20250825-003,SB20250826-002,SB20250827-004,SB20250828-004",0.5
PM000319983360,M00031,2025-04-28,634.29,initiated,ach,8986,"SB20250502-004,SB20250504-003",0.63
PM000312901261,M00031,2025-05-05,551.82,paid,swift,8654,"SB20250506-003,SB20250506-005,SB20250509-004",0.55
PM000319216150,M00031,2025-05-12,1523.01,paid,sepa,7358,"SB20250512-002,SB20250512-005,SB20250513-002,SB20250516-003",1.52
PM000312142219,M00031,2025-05-19,2407.25,paid,swift,9731,"SB20250521-003,SB20250524-003,SB20250524-004,SB20250524-005",2.41
PM000310173675,M00031,2025-05-26,1509.48,processing,ach,0683,"SB20250526-002,SB20250526-003,SB20250527-004,SB20250601-004",1.51
PM000311782452,M00031,2025-06-02,2089.07,paid,ach,5201,"SB20250602-001,SB20250602-003,SB20250603-003,SB20250603-004,SB20250604-002,SB20250606-003,SB20250606-004,SB20250608-003",2.09
PM000317409344,M00031,2025-06-09,1484.86,processing,wire,2069,"SB20250609-004,SB20250610-001,SB20250610-005,SB20250612-002,SB20250614-001",1.48
PM000315733515,M00031,2025-06-16,765.3,paid,ach,9953,"SB20250617-003,SB20250620-002,SB20250622-001",0.77
PM000315249234,M00031,2025-06-23,3350.82,paid,swift,9339,"SB20250623-002,SB20250623-004,SB20250623-005,SB20250624-001,SB20250625-004,SB20250626-004,SB20250627-002,SB20250627-003,SB20250627-005",3.35
PM000314102740,M00031,2025-06-30,668.41,paid,sepa,6727,"SB20250702-001,SB20250704-002,SB20250705-002,SB20250705-003,SB20250706-002",0.67
PM000317064154,M00031,2025-07-07,2375.27,paid,ach,5625,"SB20250707-004,SB20250708-002,SB20250709-002,SB20250709-003,SB20250710-001,SB20250712-001,SB20250712-002,SB20250713-005",2.38
PM000316566593,M00031,2025-07-14,2341.27,paid,swift,3496,"SB20250714-004,SB20250715-001,SB20250715-004,SB20250716-001,SB20250716-003,SB20250716-005,SB20250717-004,SB20250719-002,SB20250719-005",2.34
PM000315572346,M00031,2025-07-21,1440.49,processing,ach,9808,"SB20250721-002,SB20250722-002,SB20250722-003,SB20250722-005,SB20250724-001,SB20250725-005,SB20250727-002",1.44
PM000317063155,M00031,2025-07-28,342.87,paid,wire,6606,"SB20250801-001,SB20250801-004",0.5
PM000315161281,M00031,2025-08-04,3003.16,paid,swift,6417,"SB20250804-003,SB20250805-004,SB20250806-002,SB20250808-002,SB20250808-003,SB20250810-005",3.0
PM000311727288,M00031,2025-08-11,4362.08,initiated,wire,4916,"SB20250811-002,SB20250812-002,SB20250813-002,SB20250813-004,SB20250815-001,SB20250815-003,SB20250815-005,SB20250816-004",4.36
PM000313097342,M00031,2025-08-18,2916.18,processing,wire,3328,"SB20250819-001,SB20250822-003,SB20250823-003,SB20250824-002,SB20250824-005",2.92
PM000319595293,M00031,2025-08-25,1308.32,paid,sepa,4324,"SB20250826-004,SB20250827-004,SB20250827-005",1.31
PM000325079923,M00032,2025-04-28,723.45,paid,sepa,6462,"SB20250502-002,SB20250502-004",0.72
PM000327305197,M00032,2025-05-05,13.74,paid,ach,1904,SB20250505-004,0.5
PM000320215261,M00032,2025-05-12,1319.21,paid,swift,9004,"SB20250515-002,SB20250515-003,SB20250515-005,SB20250518-001",1.32
PM000321935761,M00032,2025-05-19,592.56,initiated,swift,4150,"SB20250519-005,SB20250521-005",0.59
PM000324889608,M00032,2025-05-26,2422.35,initiated,swift,7598,"SB20250526-005,SB20250527-001,SB20250601-004",2.42
PM000321902657,M00032,2025-06-02,8115.3,paid,sepa,9678,"SB20250602-001,SB20250602-002,SB20250603-004,SB20250604-005,SB20250605-002,SB20250605-003,SB20250606-003,SB20250607-004,SB20250608-002,SB20250608-004",8.12
PM000327615802,M00032,2025-06-09,1964.2,initiated,sepa,7836,"SB20250614-001,SB20250614-005,SB20250615-001",1.96
PM000328754818,M00032,2025-06-16,1398.55,paid,wire,9757,"SB20250619-001,SB20250619-002,SB20250620-005,SB20250621-002,SB20250621-003",1.4
PM000329239099,M00032,2025-06-23,2897.41,processing,sepa,5461,"SB20250623-001,SB20250624-001,SB20250624-003,SB20250626-003,SB20250628-002",2.9
PM000320874290,M00032,2025-06-30,2719.34,processing,sepa,8253,"SB20250701-004,SB20250704-004,SB20250705-005,SB20250706-003",2.72
PM000321552487,M00032,2025-07-07,340.52,paid,ach,1130,"SB20250707-002,SB20250709-005,SB20250711-002",0.5
PM000326773051,M00032,2025-07-14,1300.98,processing,swift,8175,"SB20250714-005,SB20250715-005,SB20250716-003,SB20250720-005",1.3
PM000325365888,M00032,2025-07-21,3073.61,paid,swift,6180,"SB20250721-002,SB20250721-005,SB20250722-002,SB20250723-001,SB20250726-004,SB20250726-005",3.07
PM000328000128,M00032,2025-07-28,1273.15,processing,ach,2685,"SB20250801-002,SB20250802-002,SB20250803-002",1.27
PM000329902002,M00032,2025-08-04,4839.65,paid,wire,9778,"SB20250804-004,SB20250805-005,SB20250807-003,SB20250808-005,SB20250809-001,SB20250809-002,SB20250809-005,SB20250810-002",4.84
PM000321933746,M00032,2025-08-11,10809.87,paid,wire,1143,"SB20250811-003,SB20250811-005,SB20250812-002,SB20250812-004,SB20250812-005,SB20250813-005,SB20250815-003",10.81
PM000321965941,M00032,2025-08-18,2204.04,processing,sepa,0745,"SB20250819-002,SB20250819-003,SB20250821-002,SB20250821-003,SB20250823-004",2.2
PM000324979293,M00032,2025-08-25,3540.13,processing,ach,8436,"SB20250825-004,SB20250825-005,SB20250826-003,SB20250828-002",3.54
PM000339082266,M00033,2025-04-28,1071.0,paid,wire,5961,"SB20250503-004,SB20250504-002",1.07
PM000331307540,M00033,2025-05-05,258.19,paid,ach,9483,"SB20250505-005,SB20250507-001",0.5
PM000334217604,M00033,2025-05-12,1563.31,initiated,wire,3838,"SB20250512-002,SB20250516-003,SB20250518-004",1.56
PM000332066582,M00033,2025-05-19,1980.2,paid,sepa,2046,"SB20250520-004,SB20250520-005,SB20250523-002,SB20250524-002",1.98
PM000338891951,M00033,2025-05-26,2037.36,initiated,sepa,5945,"SB20250526-004,SB20250527-004,SB20250528-001,SB20250601-001,SB20250601-002,SB20250601-005",2.04
PM000337900314,M00033,2025-06-02,1306.19,paid,ach,9925,"SB20250602-002,SB20250603-003,SB20250603-005,SB20250605-003,SB20250606-005,SB20250607-003,SB20250607-004",1.31
PM000331618145,M00033,2025-06-09,655.02,processing,sepa,9117,"SB20250613-002,SB20250613-004,SB20250615-002",0.66
PM000334752475,M00033,2025-06-16,465.95,paid,swift,8570,"SB20250619-002,SB20250619-004",0.5
PM000339131372,M00033,2025-06-23,1416.84,paid,swift,3738,"SB20250624-005,SB20250625-002,SB20250625-005",1.42
PM000336871947,M00033,2025-06-30,516.74,paid,swift,3740,"SB20250703-002,SB20250704-003,SB20250706-002",0.52
PM000333182016,M00033,2025-07-07,979.59,paid,ach,8868,"SB20250708-005,SB20250709-004,SB20250711-003,SB20250712-003,SB20250713-001",0.98
PM000334408094,M00033,2025-07-14,760.85,paid,swift,6960,"SB20250715-003,SB20250716-005,SB20250718-003",0.76
PM000333493280,M00033,2025-07-21,2846.45,initiated,sepa,5520,"SB20250721-003,SB20250722-002,SB20250722-004,SB20250722-005,SB20250725-004,SB20250725-005,SB20250726-001",2.85
PM000333181017,M00033,2025-07-28,3604.83,paid,wire,4208,"SB20250728-004,SB20250728-005,SB20250801-001,SB20250801-003,SB20250803-001,SB20250803-002,SB20250803-004",3.6
PM000333904345,M00033,2025-08-04,2993.18,paid,sepa,9574,"SB20250804-001,SB20250804-005,SB20250806-004,SB20250809-002,SB20250810-001",2.99
PM000330304217,M00033,2025-08-11,3136.62,paid,swift,9817,"SB20250811-001,SB20250811-002,SB20250811-004,SB20250813-002,SB20250815-005,SB20250816-003,SB20250817-004",3.14
PM000335968284,M00033,2025-08-18,6233.56,initiated,ach,9381,"SB20250819-001,SB20250819-004,SB20250820-004,SB20250821-002,SB20250822-005,SB20250823-005",6.23
PM000338981636,M00033,2025-08-25,2228.95,paid,swift,4153,"SB20250826-001,SB20250826-005,SB20250827-001,SB20250828-003,SB20250828-004",2.23
PM000342033299,M00034,2025-04-28,138.21,paid,ach,3200,"SB20250501-001,SB20250501-005,SB20250504-002,SB20250504-004",0.5
PM000349115398,M00034,2025-05-05,570.69,paid,sepa,1543,"SB20250505-003,SB20250505-004,SB20250507-005,SB20250509-002",0.57
PM000347168637,M00034,2025-05-12,93.15,paid,ach,1196,SB20250514-002,0.5
PM000349874440,M00034,2025-05-19,432.65,paid,wire,1141,"SB20250521-003,SB20250523-005,SB20250525-002,SB20250525-003,SB20250525-004",0.5
PM000346699809,M00034,2025-05-26,473.31,paid,sepa,2829,"SB20250601-003,SB20250601-005",0.5
PM000349426003,M00034,2025-06-09,388.51,paid,wire,8082,"SB20250609-003,SB20250614-002",0.5
PM000343055383,M00034,2025-06-16,180.3,paid,swift,0695,"SB20250616-001,SB20250617-001,SB20250619-003,SB20250620-004",0.5
PM000347428898,M00034,2025-06-23,250.0,paid,swift,6638,"SB20250624-002,SB20250624-003,SB20250626-001,SB20250626-005,SB20250628-002",0.5
PM000349064089,M00034,2025-06-30,628.58,paid,wire,8625,"SB20250701-003,SB20250702-002,SB20250703-001,SB20250706-002",0.63
PM000344952505,M00034,2025-07-07,1057.75,paid,swift,6396,"SB20250707-003,SB20250708-004,SB20250708-005,SB20250709-001,SB20250709-005,SB20250710-003,SB20250711-002,SB20250712-005,SB20250713-005",1.06
PM000348583252,M00034,2025-07-14,212.88,processing,ach,2907,"SB20250714-002,SB20250718-004",0.5
PM000343555687,M00034,2025-07-21,476.4,initiated,sepa,9505,"SB20250722-003,SB20250726-005,SB20250727-004",0.5
PM000345046496,M00034,2025-07-28,533.54,paid,ach,6255,"SB20250728-002,SB20250728-004,SB20250801-004,SB20250803-003",0.53
PM000343144622,M00034,2025-08-04,774.98,initiated,swift,6235,"SB20250804-003,SB20250804-005,SB20250806-003,SB20250807-004,SB20250808-005,SB20250809-001",0.77
PM000343743947,M00034,2025-08-11,1135.59,initiated,wire,4121,"SB20250812-002,SB20250812-003,SB20250814-002,SB20250816-003,SB20250817-002",1.14
PM000341080683,M00034,2025-08-18,1021.93,processing,wire,2502,"SB20250818-001,SB20250819-001,SB20250819-003,SB20250820-002,SB20250820-004,SB20250821-003,SB20250822-005,SB20250823-002",1.02
PM000347578634,M00034,2025-08-25,1609.91,paid,sepa,4545,"SB20250825-004,SB20250827-001,SB20250828-001,SB20250828-004,SB20250828-005",1.61
PM000354356096,M00035,2025-04-28,60.92,processing,swift,8569,"SB20250501-003,SB20250501-004",0.5
PM000352130822,M00035,2025-05-05,2.77,initiated,sepa,8065,SB20250507-005,0.5
PM000359220758,M00035,2025-05-12,344.33,processing,ach,2440,"SB20250514-003,SB20250515-002,SB20250516-001,SB20250518-004",0.5
PM000351371780,M00035,2025-05-19,103.93,processing,sepa,2186,"SB20250519-003,SB20250520-002",0.5
PM000354546411,M00035,2025-05-26,131.81,initiated,wire,0406,"SB20250526-001,SB20250527-001,SB20250528-003",0.5
PM000358212940,M00035,2025-06-02,92.55,initiated,swift,1593,"SB20250603-005,SB20250604-001,SB20250607-003,SB20250608-003",0.5
PM000351820217,M00035,2025-06-09,65.28,paid,ach,7350,"SB20250609-003,SB20250609-005,SB20250610-001,SB20250612-002,SB20250613-003",0.5
PM000353822709,M00035,2025-06-16,409.24,paid,swift,8742,"SB20250616-001,SB20250616-004,SB20250617-002,SB20250619-003,SB20250620-003,SB20250621-003,SB20250622-001",0.5
PM000354306990,M00035,2025-06-23,6.04,paid,sepa,7056,SB20250627-002,0.5
PM000359241307,M00035,2025-06-30,171.59,paid,ach,4822,"SB20250701-001,SB20250702-001,SB20250703-004,SB20250705-002",0.5
PM000352931238,M00035,2025-07-07,163.28,paid,swift,4431,"SB20250712-002,SB20250712-003,SB20250713-005",0.5
PM000351705160,M00035,2025-07-14,299.89,paid,sepa,5929,"SB20250714-003,SB20250716-001,SB20250716-004,SB20250716-005,SB20250718-002,SB20250718-003,SB20250719-004",0.5
PM000354749709,M00035,2025-07-21,489.46,processing,swift,0653,"SB20250721-003,SB20250723-003,SB20250724-002,SB20250726-001,SB20250726-002,SB20250727-002,SB20250727-005",0.5
PM000352932237,M00035,2025-07-28,633.93,paid,swift,2300,"SB20250801-003,SB20250801-004,SB20250802-004,SB20250803-001,SB20250803-002",0.63
PM000359534017,M00035,2025-08-04,1155.11,initiated,ach,6806,"SB20250805-004,SB20250807-005,SB20250808-001,SB20250808-004,SB20250808-005,SB20250809-003,SB20250810-002,SB20250810-003",1.16
PM000356865855,M00035,2025-08-11,888.47,paid,sepa,7756,"SB20250811-001,SB20250812-003,SB20250813-001,SB20250813-003,SB20250813-004,SB20250816-001,SB20250816-005,SB20250817-001,SB20250817-002",0.89
PM000353101950,M00035,2025-08-18,355.98,initiated,swift,0623,"SB20250818-002,SB20250820-001,SB20250820-004,SB20250824-003",0.5
PM000354456726,M00035,2025-08-25,537.29,paid,sepa,4222,"SB20250825-001,SB20250825-002,SB20250826-002,SB20250826-003,SB20250827-001",0.54
